id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
196492,GUA-1990-1-228-1000,1990,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,2,Chaxá village,"Mountains near village Chaxá, aldea
Xemal, municipio de Chajul, departamento de Quiché",Quiché department,Chajul municipality,15.518668,-90.948920,POINT (-90.9489208 15.5186684),152099,Guatemala,90,Americas,1,1,02/15/1990 00:00:00,02/15/1990 00:00:00,0,0,1,0,1,1,1,
196493,GUA-1990-3-90-1024,1990,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,2,Santa Marta locality,"en Santa Marta, asentamiento de las CPR de la
Sierra, municipio de Chajul, departamento de Quiché",Quiché department,Chajul municipality,15.750000,-90.900000,POINT (-90.9 15.75),152099,Guatemala,90,Americas,1,5,01/01/1990 00:00:00,12/31/1990 00:00:00,0,0,1,0,1,1,1,
196495,GUA-1990-3-90-1025,1990,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,1,Efrata village,"en Efrata, municipio de Ixcán, departamento
de Quiché",Quiché department,Ixcán municipality,16.017970,-90.804830,POINT (-90.80483 16.01797),152819,Guatemala,90,Americas,1,5,10/01/1990 00:00:00,12/31/1990 00:00:00,0,0,1,0,1,1,1,
196496,GUA-1990-3-90-1026,1990,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del SIlencio""",CEH,1999-06-01,Memoria del SIlencio,CEH,3,Chajul municipality,"en la comunidad de las CPR Xeboj,
municipio de Chajul, departamento de Quiché",Quiché department,Chajul municipality,15.487100,-91.037860,POINT (-91.03786 15.4871),151378,Guatemala,90,Americas,1,1,02/09/1990 00:00:00,02/09/1990 00:00:00,0,0,1,0,1,1,1,
196497,GUA-1990-3-90-1027,1990,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,3,Chajul municipality,"en la comunidad de Santa Rosa, asentamiento
de las CPR de la Sierra, municipio de Chajul, departamento
de Quiché",Quiché department,Chajul municipality,15.487100,-91.037860,POINT (-91.03786 15.4871),151378,Guatemala,90,Americas,1,5,01/01/1990 00:00:00,12/31/1990 00:00:00,0,0,1,0,1,1,1,
196499,GUA-1990-3-90-1028,1990,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,1,Pal village,"en el caserío Pal, aldea Xemal, municipio
de Chajul, departamento de Quiché",Quiché department,Chajul municipality,15.516670,-90.933330,POINT (-90.93333 15.51667),152099,Guatemala,90,Americas,1,4,11/01/1990 00:00:00,11/30/1990 00:00:00,0,0,1,0,1,1,1,
196501,GUA-1990-3-90-1029,1990,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,3,Chajul municipality,"en Santa Clara, asentamiento de la
CPR de la Sierra, municipio de Chajul, departamento de
Quiché",Quiché department,Chajul municipality,15.487100,-91.037860,POINT (-91.03786 15.4871),151378,Guatemala,90,Americas,1,1,01/11/1990 00:00:00,01/11/1990 00:00:00,0,0,2,0,2,2,2,
196502,GUA-1990-3-90-1030,1990,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,1,Cabá village,"en Cabá, asentamiento de las CPR
de la Sierra, municipio de Chajul, departamento de Quiché",Quiché department,Chajul municipality,15.633330,-90.950000,POINT (-90.95 15.63333),152099,Guatemala,90,Americas,1,1,08/05/1990 00:00:00,08/05/1990 00:00:00,0,0,1,0,1,1,1,
196503,GUA-1991-3-90-1012,1991,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,1,Champerico village," en el parcelamiento Champerico, Cooperativa
Ixcán Grande, municipio de Ixcán, departamento de Quiché",Quiché department,Ixcán municipality,16.025080,-91.025480,POINT (-91.02548 16.02508),152818,Guatemala,90,Americas,1,5,01/01/1991 00:00:00,12/31/1991 00:00:00,0,0,1,0,1,1,1,
196505,GUA-1991-3-90-1013,1991,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,3,Chajul municipality,"en Santa Clara, asentamiento de las
CPR de la Sierra, municipio de Chajul, departamento de
Quiché",Quiché department,Chajul municipality,15.487100,-91.037860,POINT (-91.03786 15.4871),151378,Guatemala,90,Americas,1,1,04/19/1991 00:00:00,04/19/1991 00:00:00,0,0,1,0,1,1,1,
196507,GUA-1991-3-90-1014,1991,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,2,Cabá village,"en San Marcos Cabá, CPR de la Sierra,
municipio de Chajul, departamento de Quiché",Quiché department,Chajul municipality,15.633330,-90.950000,POINT (-90.95 15.63333),152099,Guatemala,90,Americas,1,5,01/01/1991 00:00:00,12/31/1991 00:00:00,0,0,2,0,2,2,2,
196508,GUA-1991-1-228-1003,1991,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,1,Amachel town,"Amachel, municipio
de Chajul, departamento de Quiché",Quiché department,Chajul municipality,15.700000,-90.983330,POINT (-90.98333 15.7),152099,Guatemala,90,Americas,1,5,01/01/1991 00:00:00,12/31/1991 00:00:00,0,0,0,0,0,1,0,
196509,GUA-1991-1-228-1004,1991,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,2,Santo Tomás village,"On the road leading from Santo
Tomas Ixcan to San Lucas , municipality of Ixcán , department
Quiche",Quiché department,Ixcán municipality,15.913664,-90.928330,POINT (-90.92833 15.9136645),152099,Guatemala,90,Americas,1,1,08/25/1991 00:00:00,08/25/1991 00:00:00,0,0,4,0,4,4,4,
196510,GUA-1991-3-90-1015,1991,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,3,Ixcán municipality,"municipio de Ixcán, departamento
de Quiché",Quiché department,Ixcán municipality,15.983330,-90.766670,POINT (-90.76667 15.98333),152099,Guatemala,90,Americas,1,5,01/01/1991 00:00:00,12/31/1991 00:00:00,0,0,1,0,1,1,1,
196513,GUA-1991-3-90-1016,1991,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,3,Ixcán municipality,"Río Pescado de las CPR, municipio de Ixcán,
departamento de Quiché",Quiché department,Ixcán municipality,15.983330,-90.766670,POINT (-90.76667 15.98333),152099,Guatemala,90,Americas,1,5,01/01/1991 00:00:00,12/31/1991 00:00:00,0,0,1,0,1,1,1,
196515,GUA-1991-3-90-1017,1991,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,2,San Sebastián Lemoa village,"en el caserío Cucabaj Segundo
Centro, aldea San Sebastián Lemoa, municipio de Santa
Cruz del Quiché",Quiché department,Santa Cruz del Quiché municpality,14.992732,-91.122880,POINT (-91.12288 14.992732),150658,Guatemala,90,Americas,1,1,11/25/1991 00:00:00,11/25/1991 00:00:00,0,0,1,0,1,1,1,
196516,GUA-1991-3-90-1018,1991,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,2,Parraxtut town,"en la montaña de Parraxtut, municipio
de Sacapulas, departamento de Quiché",Quiché department,Sacapulas municipality,15.341110,-91.174170,POINT (-91.17417 15.34111),151378,Guatemala,90,Americas,1,1,10/31/1991 00:00:00,10/31/1991 00:00:00,0,0,1,0,1,1,1,
196518,GUA-1992-3-90-1011,1992,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,3,Joyabaj municipality,"en el caserío Chorrachaj, municipio
de Joyabaj, departamento de Quiché",Quiché department,Joyabaj municipality,14.983330,-90.800000,POINT (-90.8 14.98333),150659,Guatemala,90,Americas,1,1,11/05/1992 00:00:00,11/05/1992 00:00:00,0,0,2,0,2,2,2,
196520,GUA-1993-3-90-1014,1993,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,3,Ixcán municipality,"cerca de la frontera sur de México,
en el municipio de Ixcán, departamento de Quiché",Quiché department,Ixcán municipality,15.983330,-90.766670,POINT (-90.76667 15.98333),152099,Guatemala,90,Americas,1,1,08/08/1993 00:00:00,08/08/1993 00:00:00,0,0,1,0,1,1,1,
196521,GUA-1994-3-90-1018,1994,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,3,Ixcán municipality,"municipio
de Ixcán, departamento de Quiché",Quiché department,Ixcán municipality,15.983330,-90.766670,POINT (-90.76667 15.98333),152099,Guatemala,90,Americas,1,5,01/01/1994 00:00:00,12/31/1994 00:00:00,0,0,1,0,1,1,1,
196523,GUA-1994-3-90-1019,1994,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,3,Ixcán municipality,"en Chitalóm, municipio del Ixcán,
departamento de Quiché",Quiché department,Ixcán municipality,15.983330,-90.766670,POINT (-90.76667 15.98333),152099,Guatemala,90,Americas,1,1,10/05/1994 00:00:00,10/05/1994 00:00:00,0,0,1,0,1,1,1,
196524,GUA-1995-1-228-1000,1995,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,3,Ixcán municipality,"near the cemetery of Cantabal ,
in the municipality of Ixcán , Quiché department",Quiché department,Ixcán municipality,15.983330,-90.766670,POINT (-90.76667 15.98333),152099,Guatemala,90,Americas,1,1,12/16/1995 00:00:00,12/16/1995 00:00:00,0,0,1,0,1,1,1,
196525,GUA-1990-3-90-1031,1990,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,1,La Montaña village,"en el caserío La Montaña, municipio
de San Pedro Jocopilas, departamento de Quiché",Quiché department,San Pedro Jocopilas municipality,15.150000,-91.083330,POINT (-91.08333 15.15),151378,Guatemala,90,Americas,1,1,11/01/1990 00:00:00,11/01/1990 00:00:00,0,0,1,0,1,1,1,
196526,GUA-1990-3-90-1032,1990,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,3,Nebaj municipality,"en la comunidad de Vikio, municipio
de Nebaj, departamento de Quiché",Quiché department,Nebaj municipality,15.561430,-91.173260,POINT (-91.17326 15.56143),152098,Guatemala,90,Americas,1,1,02/28/1990 00:00:00,02/28/1990 00:00:00,0,0,2,0,2,2,2,
196527,GUA-1991-3-90-1019,1991,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,2,Finca San Antonio Sinaché farm,"On the road linking the farms
San Antonio and San Jose Sinaché , municipio de Zacualpa,
departamento de Quiché",Quiché department,Zacualpa municipality,15.041390,-90.934720,POINT (-90.93472 15.04139),151379,Guatemala,90,Americas,1,1,03/19/1991 00:00:00,03/19/1991 00:00:00,0,0,1,0,1,1,1,
196528,GUA-1994-3-90-1020,1994,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,2,Patzac archaeological site,"En el caserío Patzac, municipio
de San Andrés Sajcabajá, departamento de Quiché",Quiché department,San Andrés Sajcabajá municipality,15.216670,-90.883330,POINT (-90.88333 15.21667),151379,Guatemala,90,Americas,1,1,09/13/1994 00:00:00,09/13/1994 00:00:00,0,0,1,0,1,1,1,
196529,GUA-1992-3-90-1012,1992,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,3,San Pedro Jocopilas municipality,,Quiché department,San Pedro Jocopilas municipality,15.116670,-91.116670,POINT (-91.11667 15.11667),151378,Guatemala,90,Americas,1,1,05/02/1992 00:00:00,05/02/1992 00:00:00,0,0,11,0,11,11,11,
196533,GUA-1989-1-228-1000,1989,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,2,Pueblo Nuevo village,"cerca del destacamento de Pueblo
Nuevo, municipio de Ixcán, departamento de Quiché",Quiché department,Ixcán municipality,15.970600,-91.003581,POINT (-91.0035812 15.9706002),152098,Guatemala,90,Americas,1,1,08/03/1989 00:00:00,08/03/1989 00:00:00,0,0,1,0,1,1,1,
196541,GUA-1990-1-228-1001,1990,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,2,Santo Tomás village,"Girón bridge, near 
Santo Tomás, municipio de Ixcán, departamento de Quiché",Quiché department,Ixcán municipality,15.913664,-90.928330,POINT (-90.92833 15.9136645),152099,Guatemala,90,Americas,1,1,02/16/1990 00:00:00,02/16/1990 00:00:00,0,0,1,0,1,1,1,
196543,GUA-1992-3-90-1013,1992,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,3,San Andrés Villa Seca municipality,"en la aldea Tzununché, municipio
de San Andrés Villa Seca, departamento de Retalhuleu",Retalhuleu department,San Andrés Villa Seca municipality,14.566670,-91.583330,POINT (-91.58333 14.56667),150657,Guatemala,90,Americas,1,1,02/11/1992 00:00:00,02/11/1992 00:00:00,0,0,5,0,5,5,5,
196545,GUA-1989-3-90-1016,1989,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,2,San Rafael Pie de la Cuesta municipality,"en la finca Italia, municipio
de San Rafael Pie de la Cuesta, departamento de San Marcos",San Marcos department,San Rafael Pie de la Cuesta municipality,14.933330,-91.916670,POINT (-91.91667 14.93333),150657,Guatemala,90,Americas,1,1,12/12/1989 00:00:00,12/12/1989 00:00:00,0,0,1,0,1,1,1,
196547,GUA-1989-3-90-1017,1989,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,1,Finca La Colonia farm," en la finca La Colonia, municipio
de El Tumbador, departamento de San Marcos",San Marcos department,El Tumbador municipality,14.816670,-91.950000,POINT (-91.95 14.81667),150657,Guatemala,90,Americas,1,1,02/23/1989 00:00:00,02/23/1989 00:00:00,0,0,2,0,2,2,2,
196550,GUA-1989-3-90-1018,1989,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,1,La Fraternidad village,"en el caserío La Fraternidad de la
aldea La Democracia, municipio de Esquipulas Palo
Gordo, departamento de San Marcos",San Marcos department,Esquipulas Palo Gordo municipality,14.940545,-91.858352,POINT (-91.858352 14.940545),150657,Guatemala,90,Americas,1,4,10/01/1989 00:00:00,10/31/1989 00:00:00,0,0,1,0,1,1,1,
196551,GUA-1989-3-90-1019,1989,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,2,El Tumbador municipality,"Taken from en el mercado del municipio de
El Tumbador, departamento de San Marcos. Body found in Cabuz river",San Marcos department,El Tumbador municipality,14.866670,-91.933330,POINT (-91.93333 14.86667),150657,Guatemala,90,Americas,1,3,08/20/1989 00:00:00,08/26/1989 00:00:00,0,0,1,0,1,1,1,
196553,GUA-1990-3-90-1034,1990,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,1,Patí village,"En la aldea Patí, municipio de San
Rafael Pie de la Cuesta, departamento de San Marcos",San Marcos department,San Rafael Pie de la Cuesta municipality,14.950000,-91.916670,POINT (-91.91667 14.95),150657,Guatemala,90,Americas,1,1,06/12/1990 00:00:00,06/12/1990 00:00:00,0,0,2,0,2,2,2,
196557,GUA-1990-3-90-1035,1990,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,1,Finca Las Marimbas farm,"Las Marimbas, del
municipio de San Rafael Pie, departamento de San Marcos",San Marcos department,Esquipulas Palo Gordo municipality,14.933333,-91.866667,POINT (-91.866667 14.933333),150657,Guatemala,90,Americas,1,1,09/15/1990 00:00:00,09/15/1990 00:00:00,0,0,1,0,1,1,1,
