id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
193925,GUA-1991-1-228-39,1991,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,1,San Lorenzo El Cubo town,"San Lorenzo El Cubo, Ciudad Vieja, Sacatepequez",Sacatepéquez department,Ciudad Vieja municipality,14.533330,-90.766670,POINT (-90.76667 14.53333),150659,Guatemala,90,Americas,1,1,10/16/1991 00:00:00,10/16/1991 00:00:00,0,3,0,0,3,3,3,
193926,GUA-1990-1-228-4,1990,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,4,San Marcos department,San Marcos,San Marcos department,,15.000000,-91.916670,POINT (-91.91667 15),151377,Guatemala,90,Americas,1,5,01/01/1990 00:00:00,12/31/1990 00:00:00,0,1,0,0,1,1,1,
193927,GUA-1992-1-228-999,1992,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,3,San Pedro Jocopilas municipality,"Cantón Santa Val, San Pedro Jocopilas, Quiche",Quiché department,San Pedro Jocopilas municipality,15.116670,-91.116670,POINT (-91.11667 15.11667),151378,Guatemala,90,Americas,1,5,01/01/1992 00:00:00,12/31/1992 00:00:00,0,2,0,0,2,2,2,
193928,GUA-1995-1-228-12,1995,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,3,Sayaxché municipality,"Finca el Bramadero, Sayaxché, Peten",Petén department,Sayaxché municipality,16.516670,-90.166670,POINT (-90.16667 16.51667),153540,Guatemala,90,Americas,1,1,08/13/1995 00:00:00,08/13/1995 00:00:00,0,1,0,0,1,1,1,
193930,GUA-1990-1-228-5,1990,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,2,Volcán de Agua,"near Volcán de Agua, Sacatepequez",Sacatepéquez department,,14.465000,-90.743000,POINT (-90.743 14.465),149939,Guatemala,90,Americas,1,5,01/01/1990 00:00:00,12/31/1990 00:00:00,0,1,0,0,1,1,1,
193931,GUA-1990-1-228-6,1990,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,1,Finca Argentina farm,"Finca Argentina, Malacatán, San Marcos",San Marcos department,San Pablo municipality,15.000090,-92.013910,POINT (-92.01391 15.00009),151376,Guatemala,90,Americas,1,5,01/01/1990 00:00:00,12/31/1990 00:00:00,0,1,0,0,1,1,1,
193932,GUA-1995-1-228-13,1995,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,3,Santa Lucía Cotzumalguapa municipality,"Maseca, Santa Lucia Cotzumalguapa, Escuintla",Escuintla department,Santa Lucía Cotzumalguapa municipality,14.333330,-91.016670,POINT (-91.01667 14.33333),149938,Guatemala,90,Americas,1,1,08/20/1995 00:00:00,08/20/1995 00:00:00,0,2,0,0,2,2,2,
193933,GUA-1995-1-228-14,1995,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,2,Santo Tomás village,"Parcelamiento Santo Tomás, Ixcán, Quiche",Quiché department,Ixcán municipality,15.913664,-90.928330,POINT (-90.92833 15.9136645),152099,Guatemala,90,Americas,1,1,10/14/1995 00:00:00,10/14/1995 00:00:00,0,1,0,0,1,1,1,
193934,GUA-1992-1-228-2,1992,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,6,Guatemala,Palestina,,,15.500000,-90.250000,POINT (-90.25 15.5),152100,Guatemala,90,Americas,1,5,01/01/1992 00:00:00,12/31/1992 00:00:00,0,1,0,0,1,1,1,
193935,GUA-1992-1-228-3,1992,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,1,Volcán Atitlán,"Volcán de Atitlán, Santiago Atitlán, Solola",Sololá department,Santiago Atitlán municipality,14.583750,-91.186610,POINT (-91.18661 14.58375),150658,Guatemala,90,Americas,1,5,01/01/1992 00:00:00,12/31/1992 00:00:00,0,1,0,0,1,1,1,
193936,GUA-1992-1-228-4,1992,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,1,Volcán Tajamulco,"Volcan Tajumulco, Tajumulco, San Marcos",San Marcos department,Tajamulco municipality,15.033333,-91.916667,POINT (-91.916667 15.033333),151377,Guatemala,90,Americas,1,1,01/01/1992 00:00:00,01/01/1992 00:00:00,0,1,0,0,1,1,1,
193937,GUA-1990-1-228-7,1990,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,1,Barrancas de Gálvez village,"Barranca de Galvéz, San Marcos",San Marcos department,San Marcos municiaplity,14.983330,-91.850000,POINT (-91.85 14.98333),150657,Guatemala,90,Americas,1,5,01/01/1990 00:00:00,12/31/1990 00:00:00,0,1,0,0,1,1,1,
193938,GUA-1992-1-228-5,1992,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,1,Finca el Nil farm,"Finca El Nil, El Palmar, Quezaltenango",Quetzaltenango department,El Palmar municipality,14.733330,-91.633330,POINT (-91.63333 14.73333),150657,Guatemala,90,Americas,1,4,01/01/1992 00:00:00,01/31/1992 00:00:00,0,1,0,0,1,1,1,
193939,GUA-1995-1-228-16,1995,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,1,Finca Santa Cristina farm,"Finca Santa Cristina, Santa Lucía Cotzumalguapa, Escuintla",Escuintla department,Santa Lucía Cotzumalguapa municipality,14.150000,-90.966670,POINT (-90.96667 14.15),149939,Guatemala,90,Americas,1,1,10/20/1995 00:00:00,10/20/1995 00:00:00,0,2,0,0,2,2,2,
193940,GUA-1990-1-228-8,1990,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,2,San Rafael Pie de la Cuesta municipality,"Todos Santos Chiquito, San Rafael Pie de la Cuesta, San Marcos",San Marcos department,San Rafael Pie de la Cuesta municipality,14.933330,-91.916670,POINT (-91.91667 14.93333),150657,Guatemala,90,Americas,1,5,01/01/1990 00:00:00,12/31/1990 00:00:00,0,1,0,0,1,1,1,
193941,GUA-1990-1-228-9,1990,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,2,San Rafael Pie de la Cuesta municipality,"Fraternidad San Rafael Pie de la cuesta, San Marcos",San Marcos department,San Rafael Pie de la Cuesta municipality,14.933330,-91.916670,POINT (-91.91667 14.93333),150657,Guatemala,90,Americas,1,5,01/01/1990 00:00:00,12/31/1990 00:00:00,0,1,0,0,1,1,1,
193942,GUA-1990-1-228-10,1990,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,2,Arroyo Cantabal stream,"Cerro 17 H.1 (Cantabal), Ixcán, Quiche",Quiché department,Ixcán municipality,16.020940,-90.701430,POINT (-90.70143 16.02094),152819,Guatemala,90,Americas,1,5,01/01/1990 00:00:00,12/31/1990 00:00:00,0,1,0,0,1,1,1,
193943,GUA-1992-1-228-6,1992,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,2,Concepción Chiquirichapa municipality,"Concepción Chiquirichapa, Quezaltenango",Quetzaltenango department,Concepción Chiquirichapa municipality,14.850000,-91.616670,POINT (-91.61667 14.85),150657,Guatemala,90,Americas,1,5,01/01/1992 00:00:00,12/31/1992 00:00:00,0,1,0,0,1,1,1,
193944,GUA-1992-1-228-7,1992,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,3,Ixcán municipality,"Ixcán, Quiche",Quiché department,Ixcán municipality,15.983330,-90.766670,POINT (-90.76667 15.98333),152099,Guatemala,90,Americas,1,5,01/01/1992 00:00:00,12/31/1992 00:00:00,0,1,0,0,1,1,1,
193945,GUA-1992-1-228-8,1992,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,2,Ostuncalco municipality,"Nueva concepción, Ostuncalco, Quezaltenango",Quetzaltenango department,Ostuncalco municipality,14.866670,-91.616670,POINT (-91.61667 14.86667),150657,Guatemala,90,Americas,1,5,01/01/1992 00:00:00,12/31/1992 00:00:00,0,1,0,0,1,1,1,
193946,GUA-1996-1-228-999,1996,False,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Reuters 16 Jan 1996 ""Guatemalan rebels block road, reply to peace call.",,,,military spokesman,4,Quiché department,Quiche Department,Quiché department,,15.500000,-90.916670,POINT (-90.91667 15.5),152099,Guatemala,90,Americas,1,1,01/15/1996 00:00:00,01/15/1996 00:00:00,1,0,0,0,1,1,1,
193947,GUA-1990-1-228-11,1990,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,4,Escuintla department,Escuintla,Escuintla department,,14.166670,-91.000000,POINT (-91 14.16667),149939,Guatemala,90,Americas,1,5,01/01/1990 00:00:00,12/31/1990 00:00:00,0,1,0,0,1,1,1,
193948,GUA-1992-1-228-9,1992,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,3,Nebaj municipality,"Nebaj, Quiche",Quiché department,Nebaj municipality,15.561430,-91.173260,POINT (-91.17326 15.56143),152098,Guatemala,90,Americas,1,5,01/01/1992 00:00:00,12/31/1992 00:00:00,0,1,0,0,1,1,1,
193950,GUA-1992-1-228-10,1992,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,3,Ixcán municipality,"Ixcán, Quiche",Quiché department,Ixcán municipality,15.983330,-90.766670,POINT (-90.76667 15.98333),152099,Guatemala,90,Americas,1,5,01/01/1992 00:00:00,12/31/1992 00:00:00,0,1,0,0,1,1,1,
193952,GUA-1990-1-228-12,1990,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,3,La Libertad municipality,"El Plantel, La Libertad, Peten",Petén department,La Libertad municipality,16.783330,-90.116670,POINT (-90.11667 16.78333),153540,Guatemala,90,Americas,1,1,01/01/1990 00:00:00,01/01/1990 00:00:00,0,1,0,0,1,1,1,
193953,GUA-1990-1-228-13,1990,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,3,Chajul municipality,"Tziajá, Chajul, Quiche",Quiché department,Chajul municipality,15.487100,-91.037860,POINT (-91.03786 15.4871),151378,Guatemala,90,Americas,1,1,01/13/1990 00:00:00,01/13/1990 00:00:00,0,1,0,0,1,1,1,
193954,GUA-1990-1-228-21,1990,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,1,Volcán de Agua (Palín municipality),"Volcán de Agua, Palín, Escuintla",Escuintla department,Palín municipality,14.458618,-90.742950,POINT (-90.74295 14.458618),149939,Guatemala,90,Americas,1,1,03/08/1990 00:00:00,03/08/1990 00:00:00,0,1,0,0,1,1,1,
193955,GUA-1992-1-228-11,1992,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,1,San Juan La Quince village,"San Juan La Quince, Ixcán, Quiche",Quiché department,Ixcán municipality,16.016170,-90.836540,POINT (-90.83654 16.01617),152819,Guatemala,90,Americas,1,5,01/01/1992 00:00:00,12/31/1992 00:00:00,0,1,0,0,1,1,1,
193957,GUA-1990-1-228-22,1990,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,1,Pueblo Nuevo village,"Pueblo Nuevo, Ixcán, Quiche",Quiché department,Ixcán municipality,15.970600,-91.003581,POINT (-91.0035812 15.9706002),152098,Guatemala,90,Americas,1,1,03/16/1990 00:00:00,03/16/1990 00:00:00,0,2,0,0,2,2,2,
193958,GUA-1990-1-228-24,1990,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,1,Pueblo Nuevo village,"Pueblo Nuevo, Ixcán, Quiche",Quiché department,Ixcán municipality,15.970600,-91.003581,POINT (-91.0035812 15.9706002),152098,Guatemala,90,Americas,1,4,04/01/1990 00:00:00,04/30/1990 00:00:00,0,1,0,0,1,1,1,
193959,GUA-1990-1-228-25,1990,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,3,Sayaxché municipality,"El Paraíso, Sayaxché, Peten",Petén department,Sayaxché municipality,16.516670,-90.166670,POINT (-90.16667 16.51667),153540,Guatemala,90,Americas,1,4,04/01/1990 00:00:00,04/30/1990 00:00:00,0,1,0,0,1,1,1,
193960,GUA-1992-1-228-13,1992,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,3,La Gomera municipality,"La Gomera, Escuintla",Escuintla department,La Gomera municipality,14.083330,-91.050000,POINT (-91.05 14.08333),149938,Guatemala,90,Americas,1,1,01/30/1992 00:00:00,01/30/1992 00:00:00,0,1,0,0,1,1,1,
193963,GUA-1990-1-228-26,1990,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,3,Chajul municipality,"Tziaja, Chajul, Quiche",Quiché department,Chajul municipality,15.487100,-91.037860,POINT (-91.03786 15.4871),151378,Guatemala,90,Americas,1,1,04/04/1990 00:00:00,04/04/1990 00:00:00,0,1,0,0,1,1,1,
193964,GUA-1992-1-228-14,1992,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"The San Diego Union-Tribune 3 Feb 1992 ""Mexico appears key to peace in Guatemala",,,,military spokesman,6,Guatemala,,,,15.500000,-90.250000,POINT (-90.25 15.5),152100,Guatemala,90,Americas,1,3,01/27/1992 00:00:00,02/02/1992 00:00:00,1,0,0,0,1,1,1,
193966,GUA-1990-1-228-27,1990,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,2,Pueblo Nuevo village,"Río Negro, Parcelamiento Pueblo Nuevo Crucero de Veracruz, Ixcán, Quiche",Quiché department,Ixcán municipality,15.970600,-91.003581,POINT (-91.0035812 15.9706002),152098,Guatemala,90,Americas,1,1,04/19/1990 00:00:00,04/19/1990 00:00:00,0,1,0,0,1,1,1,
193967,GUA-1990-1-228-28,1990,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,1,Pueblo Nuevo village,"Pueblo Nuevo, Ixcán, Quiche",Quiché department,Ixcán municipality,15.970600,-91.003581,POINT (-91.0035812 15.9706002),152098,Guatemala,90,Americas,1,1,04/30/1990 00:00:00,04/30/1990 00:00:00,0,1,0,0,1,1,1,
193968,GUA-1992-1-228-1000,1992,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,3,Santa Lucía Cotzumalguapa municipality,"Santa Lucía Cotzumalguapa, Escuintla",Escuintla department,Santa Lucía Cotzumalguapa municipality,14.333330,-91.016670,POINT (-91.01667 14.33333),149938,Guatemala,90,Americas,1,1,02/20/1992 00:00:00,02/20/1992 00:00:00,0,1,0,0,1,1,1,
193969,GUA-1992-1-228-16,1992,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"The San Diego Union-Tribune 1 March 1992 ""Talks drag, stubborn Guatemala war goes on",,,,,6,Guatemala,Guatemala,,,15.500000,-90.250000,POINT (-90.25 15.5),152100,Guatemala,90,Americas,1,1,02/24/1992 00:00:00,02/24/1992 00:00:00,3,0,0,0,3,3,3,
193972,GUA-1990-1-228-39,1990,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,1,Panabaj village,"Panabaj, Santiago, Solola",Sololá department,Santiago Atitlán municipality,14.616667,-91.233333,POINT (-91.233333 14.616667),150658,Guatemala,90,Americas,1,1,07/17/1990 00:00:00,07/17/1990 00:00:00,0,1,0,0,1,1,1,
193973,GUA-1992-1-228-17,1992,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,2,San Ildefonso Ixtahuacán municipality,"Ixtahuacán, Huehuetenango",Huehuetenango department,San Ildefonso Ixtahuacán municipality,15.416670,-91.766670,POINT (-91.76667 15.41667),151377,Guatemala,90,Americas,1,1,02/26/1992 00:00:00,02/26/1992 00:00:00,0,1,0,0,1,1,1,
193975,GUA-1992-1-228-18,1992,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"The San Diego Union-Tribune 1 March 1992 ""Talks drag, stubborn Guatemala war goes on",,,,,5,Western Guatemala,western corner of Guatemala,,,15.081406,-91.496233,POINT (-91.496233 15.081406),151378,Guatemala,90,Americas,2,4,02/16/1992 00:00:00,03/01/1992 00:00:00,3,5,0,0,8,8,8,
193976,GUA-1990-1-228-40,1990,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,3,Nentón municipality,"Nentón, Huehuetenango",Huehuetenango department,Nentón municipality,15.800700,-91.754640,POINT (-91.75464 15.8007),152097,Guatemala,90,Americas,1,1,08/01/1990 00:00:00,08/01/1990 00:00:00,0,1,0,0,1,1,1,
193978,GUA-1993-1-228-20,1993,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Reuters 8 May 1993 ""Soldier and three rebels killed in Guatemala clash"" /Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,military spokesman,2,Cuilapa municipality,"Finca Cerro Redondo, Cuilapa, Santa Rosa",Santa Rosa department,Cuilapa municipality,14.269376,-90.295001,POINT (-90.295001983643 14.269376899293),149940,Guatemala,90,Americas,1,1,05/07/1993 00:00:00,05/07/1993 00:00:00,1,3,0,0,4,4,4,
193979,GUA-1993-1-228-22,1993,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,Emisoras Unidas (Guatemala City)  on 14th June 1993,,,,military spokesman,4,Sololá department,Solola,Sololá department,,14.666670,-91.250000,POINT (-91.25 14.66667),150658,Guatemala,90,Americas,1,1,06/14/1993 00:00:00,06/14/1993 00:00:00,1,0,0,0,1,1,1,
193980,GUA-1993-1-228-23,1993,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,3,Fray Bartolome de las Casas municipality,"Tierra Colorada, Finca Semahu, Fray Bartolomé de Las Casas, Alta Verapraz",Alta Verapaz department,Fray Bartolome de las Casas municipality,15.866460,-89.737020,POINT (-89.73702 15.86646),152101,Guatemala,90,Americas,1,1,06/18/1993 00:00:00,06/18/1993 00:00:00,0,1,0,0,1,1,1,
193981,GUA-1993-1-228-24,1993,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,3,Fray Bartolome de las Casas municipality,"Aldea Sechac, Fray Bartolomé de Las Casas, Alta Verapaz",Alta Verapaz department,Fray Bartolome de las Casas municipality,15.866460,-89.737020,POINT (-89.73702 15.86646),152101,Guatemala,90,Americas,1,1,06/21/1993 00:00:00,06/21/1993 00:00:00,0,1,0,0,1,1,1,
193982,GUA-1993-1-228-26,1993,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Reuters 11 Aug 1993 ""Guerrilla land mine kills 3 Guatemalan soldiers.",,,,military spokesman,2,Lago de Atitlán,URNG camp near the central Lake Atitlan,Sololá department,,14.700000,-91.200000,POINT (-91.2 14.7),150658,Guatemala,90,Americas,1,1,08/09/1993 00:00:00,08/09/1993 00:00:00,3,0,0,0,3,3,3,
193983,GUA-1993-1-228-21,1993,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Reuters 29 May 1993 ""Guatemalan rebels flounder following Serrano's ""self-coup"".",,,,Diplomat sources /Rebel spokesman,3,Ixcán municipality,Ixcan region of northern Guatemala,Quiché department,Ixcán municipality,15.983330,-90.766670,POINT (-90.76667 15.98333),152099,Guatemala,90,Americas,2,3,05/17/1993 00:00:00,05/23/1993 00:00:00,3,0,0,0,3,3,3,
193984,GUA-1993-1-228-25,1993,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Reuters 4 July 1993 ""Guatemalan President's cousin killed by guerrillas.",,,,Human rights ombudsman /Rebel spokesman,4,Quiché department,"El Quiche, about 140 km (200 miles) north of the capital",Quiché department,,15.500000,-90.916670,POINT (-90.91667 15.5),152099,Guatemala,90,Americas,1,1,07/03/1993 00:00:00,07/03/1993 00:00:00,0,0,0,0,0,4,0,
193985,GUA-1993-1-228-30,1993,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Teleonce TV, Guatemala City, in Spanish 0400 gmt 7 Oct 93",,,,,2,Finca El Baluarte farm,"grounds of La Igualdad and El Baluarte estates, La Reforma Municipality, San Marcos",San Marcos department,La Reforma municipality,14.816670,-91.816670,POINT (-91.81667 14.81667),150657,Guatemala,90,Americas,1,1,10/07/1993 00:00:00,10/07/1993 00:00:00,2,4,0,0,6,6,6,
193986,GUA-1993-1-228-31,1993,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Reuters 13 Oct 1993 ""Guatemalan army hunts rebels after violent clashes.",,,,military spokesman,2,San Marcos town,around the town of San Marcos,San Marcos department,San Marcos municiaplity,14.963890,-91.794440,POINT (-91.79444 14.96389),150657,Guatemala,90,Americas,2,2,10/08/1993 00:00:00,10/11/1993 00:00:00,3,1,0,0,4,4,4,
193987,GUA-1993-1-228-32,1993,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,3,Fray Bartolome de las Casas municipality,"Finca Semahu, Fray Bartolomé de Las Casas, Alta Verapaz",Alta Verapaz department,Fray Bartolome de las Casas municipality,15.866460,-89.737020,POINT (-89.73702 15.86646),152101,Guatemala,90,Americas,1,1,10/20/1993 00:00:00,10/20/1993 00:00:00,0,1,0,0,1,1,1,
193988,GUA-1993-1-228-33,1993,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"The San Diego Union-Tribune 25 Oct 1993 ""Path to peace proves elusive in Guatemala",,,,military spokesman,4,San Marcos department,coffee fields of San Marcos province,San Marcos department,,15.000000,-91.916670,POINT (-91.91667 15),151377,Guatemala,90,Americas,1,4,10/01/1993 00:00:00,10/15/1993 00:00:00,3,1,0,0,4,23,4,
193989,GUA-1993-1-228-34,1993,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,2,San Lucas village,"Campamento Cabotaje San Lucas Achiotal, Ixcán, Quiche",Quiché department,Ixcán municipality,15.966690,-90.890160,POINT (-90.89016 15.96669),152099,Guatemala,90,Americas,1,1,11/07/1993 00:00:00,11/07/1993 00:00:00,0,1,0,0,1,1,1,
